情感分数 = -19.865002	يېغىرىمنى=N=يېغىر تاتلاپ=V=تاتلا بىزنىڭ=P=بىز مىللەتتە=N=مىللەت ئوغرى=A=ئوغرى يوق=A=يوق تىلەمچى=A=تىلەمچى يوق=A=يوق دېگەندەك=V=دە گەپلەرنى=N=گەپ سۆرەپ=V=سۆرە چىقىپ=V=چىق تازا=D=تازا ئاچچىقىمنى=A=ئاچچىق كەلتۈردى=V=كەل قۇدرەتلىك=A=قۇدرەتلىك ئاللاھ=N=ئاللاھ بىلىدۇ=V=بىل ھەممىنى=P=ھەممە نەچچە=P=نەچچە كۈن=N=كۈن قاتتىق=A=قاتتىق ئاچچىق=A=ئاچچىق يەۋالدىم=V=يە دېسە=V=دە
情感分数 = -3.43	مىللەتنىڭ=N=مىللەت نامىغا=N=نام داغ=N=داغ چۈشۈرگەن=V=چۈش شۇ=P=شۇ قىزلانى=V=قىز نىمە=P=نىمە قىسا=V=قىسا بولا=V=بولا .=N=.
情感分数 = -3.43	خەلىقنىڭ=N=خەلىق تىلىغا=N=تىل قىلىنغان=V=قىل ھۇجۇم=N=ھۇجۇم ئۇنىڭ=P=ئۇنىڭ قەلبىگە=N=قەلبە قىلىنغان=V=قىل ھۇجۇمدۇر=N=ھۇجۇم .=N=.
情感分数 = -3.43	جاللات=N=جاللات بەشىر=N=بەشىر ئاسادنىڭ=N=ئاساد ئارمىيىسى=N=ئارمىيە قىلغان=V=قىل پەسكەشلىكنى=N=پەسكەش كۆرۈڭ=V=كۆر .=N=.
情感分数 = -3.43	مەندەك=P=مەن ئۆپكىسى=N=ئۆپكە يوقلار=V=يوق ھەرگىز=D=ھەرگىز قىلالمىغۇدەك=V=قىل
情感分数 = -3.43	نۇرغۇن=A=نۇرغۇن ئىشلار=N=ئىش نەتىجىسىز=A=نەتىجىسىز ،=N=، نۇرغۇن=A=نۇرغۇن سۇئاللار=N=سۇئال جاۋاپسىز=N=جاۋاپسىز كېتىۋەرمەكتە=N=كەت
情感分数 = -3.43	پۈتۈن=A=پۈتۈن جاھاننى=N=جاھان بۇلغاپ=V=بۇلغا ئاتقان=V=ئات پوجاڭزا=N=پوجاڭزا بىر=M=بىر ياقتا=N=ياق قېلىپ=V=قال ،=N=، كاۋاپداندىن=N=كاۋاپدان چىققان=V=چىق ئىس=N=ئىس مۇھىتقا=N=مۇھىت تەسىر=N=تەسىر قىلىپ=V=قىل كېتىپتۇ=V=كەت دە=V=دە ؟=N=؟
情感分数 = -3.43	بىلوگ=N=بىلوگ ئاسقۇسىنى=N=ئاسقۇ بىلوگىمغا=N=بىلوگ بېكىتسەم=V=بېكىت بىر=M=بىر يانغا=N=يان قىچىپ=V=قاچ كىتىپ=V=كەت خاپا=A=خاپا قىلىۋاتىدا=V=قىل !=N=!
情感分数 = -3.43	بۈگۈن=N=بۈگۈن مۇلازىمېتېرنىڭ=N=مۇلازىمېتېر IP=N=IP نومۇرى=N=نومۇر سەۋەپسىز=N=سەۋەپسەز ئېتىۋېتىلگەنلىكتىن=N=ئىتىلدى ،=N=، مۇلازىمېتىرنى=N=مۇلازىمېتىر كۆچۈرۈشكە=V=كۆچ مەجبۇرىي=A=مەجبۇر بولدۇق=V=بول ،=V=، ئۇنىڭدىن=P=ئۇنىڭ باشقا=A=باشقا بىزنىڭ=P=بىز مۇنبەر=V=مۇنبەر سېستىمىمىزنى=N=سېستىما زاپاسلىمىغاچقا=N=زاپاس ،=N=، پۈتكۈل=A=پۈتكۈل سان-سىفىر=N=سان-سىفىر ئۆچۈرۈلۈپ=N=ئۆچۈر تاشلىنىپتۇ=N=تاشلا .=N=.
情感分数 = -3.43	ھېلىقى=P=ھېلىقى ۋاي=N=ۋاي ۋاي=N=ۋاي دېگەن=V=دە دېتالدا=N=دېتال توختىماي=V=توختا ئوينايدىغانلارنىڭ=N=ئوينا ۋاقتىغا=N=ۋاقت ئىچىم=N=ئىچ ئاغرىيدۇ=V=ئاغرىش ،=N=، ئېسىت=N=ئېسىت
情感分数 = -3.43	يىلاننىڭ=N=يىلان ئۆزىنى=P=ئۆز كۆرۈش=V=كۆر ئەمەس=V=ئەمەس ،=N=، ئىسمىنى=N=ئىسم ئاڭلىساممۇ=N=ئاڭلا شۈركىنىپ=V=شۈركەن كېتىمەن=V=كەت
情感分数 = -3.43	زىرىكتىم=V=زىرىك جۇما=T=جۇما بانكىنىڭ=N=بانكا مۇشۇ=P=مۇشۇ قىلىقىدىن=V=قىلىق ،=N=، كۆپ=A=كۆپ مىللەتلىك=N=مىللەت دۆلەت=N=دۆلەت بولغاندىكىن=V=بول بۇ=P=بۇ تەرەپنىمۇ=V=تەرەپ ئويلىشىشى=N=ئويلاش كېرەك=A=كېرەك ئىدىغۇ=V=ئىدى .=N=.
情感分数 = -3.43	بۇ=P=بۇ ساھەدە=N=ساھە خەتەرنى=N=خەتەر بايقىغان=V=بايقا ۋاقتىمىز=N=ۋاقت دەل=D=دەل ئۆزىمىزنى=P=ئۆز ساقلاشتىن=V=ساقلا كېچىككەن=V=كېچىك ۋاقتىمىز=N=ۋاقت
情感分数 = -3.43	مۇشۇلارنى=P=مۇشۇ پومشىچىك=V=پومشىچىك دەپ=V=دە قارىلاپ=N=قارىلا ،=N=، كەمبەغەللەرنى=A=كەمبەغەل ئاجىز=A=ئاجىز مىللەتلەرنى=N=مىللەت ئەزگەن=V=ئەز دەپ=V=دە پىپەن=N=پىپەن قىلىش=V=قىل كېرەك=A=كېرەك .=N=.
情感分数 = -3.43	h=A=h نى=X=نى x=N=x دەپ=V=دە يازسا=V=ياز چىشىم=N=چىش غۇچۇرلاپ=V=غۇچۇرلا كېتىدۇ=V=كەت ئاشۇ=P=ئاشۇ
情感分数 = -3.43	چالا=A=چالا تەرجىمان=N=تەرجىمان ئادەم=N=ئادەم ئۆلتىرە=V=ئۆل !=N=! دەپ=V=دە ئاڭلىمىغانمۇ=V=ئاڭلا .=N=.
情感分数 = -3.43	يۈتىۋەرسە=V=يۈت ھىچ=P=ھىچ قەدىرسىز=A=قەدىرسىز ،=V=، قايسىڭ=P=قايسى ئالدىڭ=V=ئال شۇ=P=شۇ گۆھەرنى=V=گۆھەر ئىت=N=ئىت رەھمىسىز=N=رەھمىسىز ،=N=، ئىمانىسىز-پەس=N=ئىمانىسىز-پەس ئۆتكەن=V=ئۆت نەرسە=N=نەرسە .=N=.
情感分数 = -3.43	كارتۇن=N=كارتۇن فىلىملارغا=N=فىلىم ئامىراق=N=ئامىراق كىچىك=A=كىچىك باللىرىمىزنىڭ=N=بال تىلىنى=N=تىل چۈشەنمىسىمۇ=V=چۈشەن خەنزۇلارنىڭ=N=خەنزۇ كارتۇن=N=كارتۇن فىلىملىرىگە=N=فىلىم قاراپ=V=قارا ئولتۇرغىنىنى=V=ئولتۇر كۆرسەم=V=كۆر ئىچىم=N=ئىچى ئاغرىيدىغان=V=ئاغرى بولۇپ=V=بول قالدى=V=قال .=N=.
情感分数 = -3.43	ۋاي=E=ۋاي توۋا=E=توۋا كالۋادىن=A=كالۋا بىرسى=M=بىر چاپلىغان=V=چاپلا ئوخشايدۇ=V=ئوخشا
情感分数 = -3.43	ھايۋانلارغا=N=ھايۋان نىسبەتەن=D=نىسبەتەن ئىنسانلار=N=ئىنسان بىر=M=بىر دىۋە=N=دىۋە
情感分数 = -3.43	ھەر=P=ھەر يىلى=N=يىل مۇشۇ=P=مۇشۇ مەزگىللەردە=N=مەزگىل ئۈرۈمچى=N=ئۈرۈمچى ئاسمىنى=N=ئاسمان بىر=M=بىر دەردىنى=N=دەرد تۆكۈۋالمىسا=N=تۆك ئۇنىمايدۇ=V=ئۇنا !=N=! توۋا=N=توۋا !=N=!
情感分数 = -3.43	بىر=M=بىر سائەتمۇ=N=سائەت ئويناڭ=N=ئوينا ،=N=، ئىككى=M=ئىككى سائەتمۇ=N=سائەت ئويناڭ=N=ئوينا ،=N=، كۈندە=N=كۈندە ئويناۋەرسە=N=ئويناۋەرسە شۇلارنىڭ=P=شۇ ۋاقتىغا=N=ۋاقت مېنىڭ=P=مەن ئىچىم=V=ئىچىم ئاغرىپ=V=ئاغرىش كېتىۋاتىدۇ=V=كەت
情感分数 = -3.43	خەپ=E=خەپ جۇمۇ=T=جۇمۇ ماۋۇ=P=ماۋۇ ئۇچتۇرپانلىقلارنىڭ=V=ئۇچتۇرپان ھەممىسى=P=ھەممە تېرورچىدەك=V=تېرورچى خوتەنگە=N=خوتەن كەلسەم=V=كەل چازىسىدىنمۇ=N=چازا ئۆتكۈزمەيدۇ=N=ئۆت ئادەمنى=N=ئادەم ،=N=،
情感分数 = -3.43	ئۆيۈمگە=N=ئۆي بارغۇچە=V=بار مۇزلاپ=V=مۇزلا قېتىپ=V=قات قالىمەنمۇ=V=قال
情感分数 = -3.43	مانا=T=مانا بۇ=P=بۇ كارخانا=N=كارخانا سۈۋەرەك=A=سۈۋەرەك ھادىسىدۇر=N=ھادىسە !=N=!
情感分数 = -3.43	ھەي=E=ھەي ئىران=N=ئىران ئاخىرقى=A=ئاخىرقى بىر=M=بىر مىنۇتتا=Q=مىنۇت كەتكۈزۈپ=V=كەتكۈز قويدۇڭ=V=قوي
情感分数 = -3.43	توۋا=N=توۋا قېنى=N=قان مىللىي=A=مىللىي تىروتورىيلىك=N=تىروتورىيە ئاپتۇنۇم=N=ئاپتۇنۇم رايۇن=N=رايۇن دىگەن=V=دە !=N=!
情感分数 = -3.43	مۇشۇ=P=مۇشۇ تەرجىمە=N=تەرجىمە خەۋەرلەردىكى=N=خەۋەر بولۇپ=V=بول سۆزىگە=N=سۆز بىر=M=بىر مەزگىل=N=مەزگىل چىش=N=چىش تىرنىقىمغىچە=N=تىرناق ئۆچ=A=ئۆچ بولۇپ=V=بول كەتكەن=V=كەت ئىدىم=V=ئىد .=N=.
情感分数 = -3.43	بۇ=P=بۇ يەرنىڭ=N=يەر چەكلىمىسىمۇ=N=چەكلىمە ئوقۇرى=N=ئوقۇر ئىگىزمۇ=A=ئىگىز نېمە=P=نېمە ؟=V=؟
情感分数 = -3.43	ماۋۇ=P=ماۋۇ بىزنىڭ=P=بىز يۇرتلاردا=N=يۇرت توپا=N=توپا سەت=A=سەت يىغىپ=V=يىغ كەتتى=V=كەت !=N=!
情感分数 = -3.43	خۇددى=T=خۇددى ئەتىلا=N=ئەتە ئاچ=A=ئاچ قالىدىغاندەك=V=قال ھەممىدىن=P=ھەممە ئەنسىرەپلا=V=ئەنسىرە يۈرىدىكەنمىز=N=يۈر .=N=.
情感分数 = -3.43	بىز=P=بىز پەقەت=D=پەقەت قىلىدىغان=V=قىل ئىشنى=N=ئىش تاپالمايۋاتىمىز=V=تاپ ئىشنى=N=ئىش تاپساقمۇ=V=تاپ قانداق=P=قانداق قىلىشنى=V=قىل بىلمەيۋاتىمىز=V=بىل گۇناھ=N=گۇناھ كىمدە=P=كىم ؟=V=؟
情感分数 = -3.43	قاملاشمىغان=V=قاملاش ،=N=، ئەخمەقلەرچە=N=ئەخمەق سىناپ=V=سىنا يۈرۈپتىمەن=V=يۈر دېسە=V=دە !=N=!
情感分数 = -3.43	يۇرت=N=يۇرت بولسا=V=بول نادانلىق=N=نادان ،=N=، جاھالەتتە=N=جاھالەت ،=N=، خەلقىمىز=N=خەلق خار-زەبۇنلۇقتا=N=خار-زەبۇن قالدى=V=قال .=N=.
情感分数 = -3.43	يالغان=A=يالغان كىمنى=P=كىم ئۆلتۈرۈپتۇ=V=ئۆل ؟=N=؟
情感分数 = -3.43	ئاق=A=ئاق مەسچىتنىڭ=N=مەسچىت يېنىدا=N=يان بەك=D=بەك كۆرىدىغان=V=كۆر شەرەپسىزلەر=A=شەرەپسىز رەسۋا=A=رەسۋا قىلىدىغان=V=قىل ئىشمۇ=N=ئىش ؟=N=؟
情感分数 = -3.43	قانداق=P=قانداق قىلىمىز=V=قىل ئەمدى=D=ئەمدى ،=V=، بۇلار=P=بۇ ئۆزىگىمۇ=P=ئۆز قىلدى=V=قىل خەققىمۇ=N=خەق قىلدى=V=قىل
情感分数 = -3.43	ئاشۇ=P=ئاشۇ ھاراقكەشلەرگە=V=ھاراقكەش چوشقا=N=چوشقا گۆشىنى=N=گۆش تەڭلىسە=N=تەڭلە يەمدىغاندۇ=N=يە ؟=N=؟
情感分数 = -3.43	ھازا=N=ھازا ئېچىپ=V=ئاچ يىغلايمىكىن=N=يىغلا كەلمەسكە=V=كەل كەتكەن=V=كەت ياشلىقىم=N=ياش ئۈچۈن=R=ئۈچۈن
情感分数 = -3.43	نۇر=N=نۇر تورىنىڭ=N=تور تەرجىمان=N=تەرجىمان ياكى=R=ياكى ئەسلىسىگە=N=ئەسلى سالجىدەك=N=سالج چاپلىشىپ=V=چاپلا گەپنى=N=گەپ سۆرەلمىلەشتۈرگەن=A=سۆرەلمە
情感分数 = -3.43	تۆشۈكتىن=N=تۆشۈك چۈشۈپ=V=چۈش قالغان=V=قال بىرنىمىدۇ=V=بىرنىمە بۇ=P=بۇ .=V=.
情感分数 = -3.43	بىر=M=بىر قانچە=P=قانچە قېتىم=Q=قېتىم كومپىيوتىرغا=V=كومپىيوتىر قايتا=D=قايتا سېستىما=N=سېس قاچىلاش=V=قاچىلا جەريانىدا=N=جەريان ماترىياللىرىم=N=ماترىيال يوقاپ=V=يوقا كىتىپ=N=كەت ،=N=، تۇلىمۇ=A=تولا ئىچىم=N=ئىچ ئاچچىق=A=ئاچچىق بولغان=V=بول ئىدى=V=ئىد .=N=.
情感分数 = -3.43	ھەممىسى=P=ھەممە بىرتوپ=V=بىرتوپ خىيانەتكار=N=خىيانەت تۇزكورلار=N=تۇزكور .=N=.
情感分数 = -3.2900002	بوشلۇقنىڭ=N=بوشلۇق مۇقىملىقى=N=مۇقىملىق ياخشى=A=ياخشى بولمىسا=V=بول ئاشۇنداق=P=ئاشۇنداق ئاۋارچىلىقكەن=A=ئاۋارچىلىق
情感分数 = -3.29	غەيۋەتخورچى=V=غەيۋەتخور خۇددى=T=خۇددى ئىتقا=N=ئىت ئوخشايدۇ=V=ئوخشا ،=V=، ئۇلارنىڭ=P=ئۇلار بىريەرگە=V=بىريەرگە كېلىپ=V=كەل سەن=P=سەن ھەققىدە=R=ھەققىدە قىلغان=V=قىل سۆھبىتى=V=سۆھبەت بەئەينى=T=بەئەينى بىر=M=بىر سۆڭەكنى=N=سۆڭەك بىچارىلارچە=N=بىچارە تالىشىپ=V=تالاش غاجاۋاتقان=N=غاجا ئىتنىڭ=N=ئىت ئۆزىدۇر=N=ئۆزىدۇر .=N=.
情感分数 = -3.29	چۈشتە=N=چۈش تاماق=N=تاماق قىلغۇچە=V=قىل ئىھتىياتسىزلىقتىن=N=ئىھتىياتسىز قازاننىڭ=N=قازان قىزىق=A=قىزىق يېرىگە=N=يېرە قولۇم=N=قول تېگىپ=V=تەگ كېتىپ=V=كەت سەكرەپ=V=سەكرە كەتتىم=V=كەت
情感分数 = -3.25	بۇنىڭ=P=بۇنىڭ نېمە=N=نېمە نومۇر=N=نومۇر ئىكەنلىكى=V=ئىكەنلىك ئاساسەن=R=ئاساسەن ئېنىقلاندى=V=ئېنىق ،=N=، باشقىلارمۇ=A=باشقا پەخەس=D=پەخەس بولۇڭلار=V=بول ،=V=، بۇ=P=بۇ بىر=M=بىر سېسىق=A=سېسىق نامى=N=نام پۇركەتكەن=N=پۇركەت ،=V=، ئەمما=R=ئەمما بىزگە=P=بىز ئانچە=D=ئانچە تونۇش=A=تونۇش بولمىغان=V=بول ئالدامچىلىق=N=ئالدامچى ۋاستىلىرىنىڭ=N=ۋاستە بىرى=M=بىرى ئىكەن=V=ئىكەن .=N=. بۇنى=P=بۇ نېمە=N=نېمە دېگۈلۈك=N=دە ئەمدى=D=ئەمدى ،=V=، بۇنداق=P=بۇنداق ئىشلا=V=ئىشلا زادى=D=زادى قاچان=P=قاچان تۈگە=N=تۈگە
情感分数 = -3.2150002	مەن=P=مەن مۇشۇ=P=مۇشۇ ئۇبۇنتۇ=N=ئۇبۇنتۇ دېگەننى=V=دە پەقەت=D=پەقەت قاچىلاپ=V=قاچىلا باقماپتىمەن=V=باق لېكىن=R=لېكىن بەك=D=بەك قاچىلاپ=V=قاچىلا باققۇم=V=باق بار=A=بار ۋىندوۋس=N=ۋىندوۋس مۇ=R=مۇ سەل=D=سەل زېرىكتۈرۈپ=V=زېرىكتۈر قويدى=V=قوي كۆرۈنمە=N=كۆرۈنمە يۈزى=N=يۈز بەك=D=بەك چىرايلىق=A=چىرايلىق ئەمەس=V=ئەمەس
情感分数 = -3.2150002	شۇنداق=P=شۇنداق مۇناپىقلار=A=مۇناپىق يۈزنى=M=يۈز تۆكىدۇ=V=تۆك دەپ=V=دە جىقلا=A=جىقلا چۈشەندۈرۈپ=V=چۈشەن كېتىپتىمەن=V=كەت لېكىن=R=لېكىن ،=N=، ئىچىم=N=ئىچ ئاجايىپ=A=ئاجايىپ ئاچچىق=A=ئاچچىق بوپ=V=بول كەتتى=V=كەت .=N=.
情感分数 = -3.0050004	ماڭىمۇ=P=ماڭ يارىمىدى=V=ياراش مىللىيچە=A=مىللىيچە پۇراق=N=پۇراق يۇق=N=يۇق بەك=D=بەك ناچاركەن=N=ناچار .=N=.
情感分数 = -3.0	يەنە=D=يەنە ئۇسلۇبلار=V=ئۇسلۇبلار بەكلا=D=بەك ئازكەن=A=ئاز كۆپرەك=A=كۆپ بولسا=V=بول بولغۇدەك=V=بول
情感分数 = -3.0	شۇنچىلىك=P=شۇنچە بىزار=N=بىزار بولدۇم=V=بول ماۋۇ=P=ماۋۇ پوجاڭزا=N=پوجاڭزا ئاۋازىدىن=N=ئاۋاز !=N=!
情感分数 = -3.0	باستۇرۇپ=V=باس كەلگەن=V=كەل سەلگە=N=سەل ,=N=, قىستاپ=V=قىستا كەلگەن=V=كەل يەلگە=N=يەل ئامال=N=ئامال يوق=A=يوق دىگەننى=N=دىگەن ئاڭلىمىغانما=V=ئاڭلا ؟=N=؟
情感分数 = -3.0	بۇ=P=بۇ يەردىكى=N=يەر ئىسىملار=N=ئىسىم نېمىشقا=P=نېمىشقا تولۇق=A=تولۇق چىقمايدۇ=V=چىق
情感分数 = -3.0	ماۋۇ=P=ماۋۇ مىكرو=A=مىكرو بىلوگ=N=بىلوگ بەكلا=D=بەك سۇس=N=سۇس ئىكەن=V=ئىكەن
情感分数 = -3.0	يەنە=D=يەنە ئۇسلۇبلار=N=ئۇسلۇب بەكلا=D=بەك ئازكەن=A=ئاز كۆپرەك=A=كۆپ بولسا=V=بول بولغۇدەك=V=بول
情感分数 = -3.0	گۈدۈكداشلارغا=N=گۈدۈك تەۋسىيە=N=تەۋسىيە ئېتۇت=N=ئېتۇت ئەمدى=D=ئەمدى ئوغرىلىق=N=ئوغرى قىلمايمەن=V=قىل مېنى=P=مەن يىغلىتىپ=V=يىغلا قويدى=V=قوي
情感分数 = -3.0	بۇ=P=بۇ قېتىملىق=A=قېتىم دۇنيا=N=دۇنيا لوڭقىسى=N=لوڭقا كىشىلەرنىڭ=N=كىشى ئويلىمىغان=V=ئويلا يېرىدىن=N=يەر چىقىپ=V=چىق قالدى=V=قال پەقەتلا=D=پەقەت قىزىمىدى=V=قىزى
情感分数 = -3.0	قىممەت=A=قىممەت بولسىلا=V=بول ئۆچ=A=ئۆچ بولىدىغان=V=بول ئېشما=N=ئېش ؟=N=؟
情感分数 = -3.0	نېمانداق=D=نېمانداق سەت=A=سەت بالا=N=بالا ماۋۇ=P=ماۋۇ
情感分数 = -3.0	بىزدە=P=بىز ئالاقە=N=ئالاقە تورى=N=تور نېمىشقا=P=نېمىشقا راۋاج=A=راۋاج تاپمايدۇ=V=تاپ ؟=N=؟
情感分数 = -3.0	ئۇبۇنتۇ=N=ئۇبۇنتۇ تېلفۇن=N=تېلفۇن تارقىتىمەن=V=تارقت دەيدۇ=V=دە خېلى=D=خېلى يامان=A=يامان ئەمەستەك=V=ئەمەس قىلىدۇ=V=قىل جۇمۇ=T=جۇمۇ !=N=!
情感分数 = -3.0	بىر=M=بىر ياخشى=A=ياخشى مېڭۋاتقان=N=ماڭ ئوكيان=N=ئوكيان خەۋەر=N=خەۋەر ئەپتىنمۇ=N=ئەپ چاتاق=A=چاتاق چىقۋاتامدۇ=V=چىق نىمە=P=نىمە ؟=V=؟
情感分数 = -3.0	بىراق=R=بىراق يۈز=M=يۈز تۇرانە=D=تۇرانە ئىمتىھان=N=ئىمتىھان بەكلا=D=بەك تەس=A=تەس چىراي=N=چىراي
情感分数 = -3.0	كىم=P=كىم تاپقان=V=تاپ بۇ=P=بۇ گەپنى=N=گەپ مۇشۇنداق=P=مۇشۇنداق دىگەن=V=دە ئادەمنىڭ=N=ئادەم ھەممىسى=P=ھەممە ئەقلى=N=ئەقل يوق=A=يوق ھايۋان=N=ھايۋان
情感分数 = -3.0	مەن=P=مەن باش=N=باش سۈرۈتىمنى=N=سۈرەت ئۆزگەرتەلمىدىم=V=ئۆزگەرت ئازراق=A=ئاز مەسىلە=N=مەسىلە بارمۇ=A=بار قانداق=P=قانداق ؟=V=؟
情感分数 = -3.0	مېنىڭ=P=مەن تۇرمۇشۇم=V=تۇرمۇش نېمانداق=P=نېمانداق ئېچىنىشلىق=A=ئېچىنىش !=N=!
情感分数 = -3.0	ئۇ=P=ئۇ سوئالنى=N=سوئال خاتا=A=خاتا ئەمەس=V=ئەمەس دىگەن=V=دە ئادەمنىڭ=N=ئادەم كاللىسىدا=N=كاللا چوقۇم=D=چوقۇم چاتاق=A=چاتاق بار=A=بار .=N=.
情感分数 = -3.0	توپا=N=توپا ياغسا=V=ياغ شۇنداق=P=شۇنداق بىئارام=A=بىئارام بولاتتىم=V=بول .=N=.
情感分数 = -3.0	ھەممىدىن=P=ھەممە خاپا=A=خاپا قىلغىنى=V=قىل ئاۋۇ=P=ئاۋۇ باشلىقنىڭ=N=باشلىق ئىللىق=A=ئىللىق مۇئامىلىسى=N=مۇئامىلە بىلەن=R=بىلەن سېلىشتۇرغاندا=V=سېلىشتۇر چوڭ=A=چوڭ زالدىكى=N=زال ئۆز=P=ئۆز مىللىتىمدىن=N=مىللەت بولغان=V=بول خانقىزنىڭ=N=خانقىز قوپال=A=قوپال مۇئامىلىسى=N=مۇئامىلە بولدى=V=بول
情感分数 = -3.0	ئەمما=R=ئەمما بۇ=P=بۇ تىما=V=تىما ئىچىدە=N=ئىچى ئى=N=ئى بىلەن=R=بىلەن ئې=N=ئا بولمىغاچقىمىكىن=V=بول تاڭ=N=تاڭ كۆپ=A=كۆپ قىسىم=N=قىسىم جايلاردا=N=جاي ئى=N=ئى بىلەن=R=بىلەن ئې=N=ئا توغرا=A=توغرا ئەمەس=V=ئەمەس ئىكەن=V=ئىكەن
情感分数 = -3.0	مەن=Y=مەن بۇنداق=P=بۇنداق كىنولارغا=V=كىنو بەكلا=D=بەك ئۆچ=A=ئۆچ .=N=.
情感分数 = -3.0	كۆڭلۈم=N=كۆڭۈل بەكلا=D=بەك غەش=N=غەش .=N=.
情感分数 = -3.0	مەن=P=مەن ھازىر=D=ھازىر ئايتۈنۈزخانىدا=N=ئايتۈنۈزخانا خاتالىق=A=خاتا غا=N=غا ئۆچ=A=ئۆچ بولدۇم=V=بول ئامال=N=ئامال كىمدە=P=كىم بار=A=بار ؟=N=؟
情感分数 = -3.0	بىرلا=M=بىر گەپ=N=گەپ مېنىڭ=P=مەن ئانامنى=N=ئانا ھۆرمەت=N=ھۆرمەت قىلمىغان=V=قىل ۋە=R=ۋە ئانامغا=N=ئانا تىل=N=تىل تەككۈزگەن=N=تەككۈز ئادەم=N=ئادەم مېنىڭ=P=مەن نەزىرىمدە=V=نەزەر مەڭگۈ=D=مەڭگۈ بىر=M=بىر سۆزلىيەلەيدىغان=V=سۆزلە ھايۋان=N=ھايۋان
情感分数 = -3.0	نىمانداق=D=نىمانداق ناچار=A=ناچار ھاۋا=N=ھاۋا بۇ=P=بۇ ؟=V=؟
情感分数 = -3.0	ھەي=E=ھەي چاتاق=A=چاتاق بوپتۇ=V=بول جۇمۇ=P=جۇمۇ سەۋر=N=سەۋر قىلىڭلار=V=قىل !=N=!
情感分数 = -3.0	يۇمشاق=A=يۇمشاق دېتال=N=دېتال ئىسمىنىمۇ=N=ئىسم قالدۇرۇپ=V=قال قويسىڭىز=V=قوي بوپتىكەن=V=بول خېلى=D=خېلى يامان=A=يامان ئەمەستەك=V=ئەمەس قىلىدۇ=V=قىل بىزمۇ=P=بىز چۈشۈرۈپ=V=چۈشۈر ئىشلىتىپ=V=ئىشلە باقايلى=V=باق
情感分数 = -3.0	بىر=M=بىر دەم=N=دەم دىن=N=دىن بىلەن=R=بىلەن خوشۇم=N=خوش يوق=A=يوق دەيدۇ=V=دە بىر=M=بىر دەم=N=دەم بىر=M=بىر نىمە=P=نىمە دەيدۇ=V=دە قوغلاڭلا=V=قوغلا بۇنى=P=بۇ ما=N=ما گۈدۈكتىن=N=گۈدۈك ؟=N=؟
情感分数 = -3.0	ماسۇن=N=ماسۇن بۇلۇش=V=بول ئۇنداق=P=ئۇنداق ئاسان=A=ئاسان ئەمەس=V=ئەمەس بۇ=P=بۇ دېگەن=V=دە باشقىلارنىڭ=A=باشقا پەرىزى=N=پەرەز يالغان=A=يالغان
情感分数 = -3.0	سسىتېمىلىق=A=سسىتېمىلىق بۇلغانغان=V=بۇلغان زېھىنىمىز=N=زېھىن زەخمىلەنگەن=V=زەخمە تەپەككۇرىمىز=N=تەپەككۇر ئەمدى=D=ئەمدى تازا=D=تازا مېۋېسىنى=N=مېۋە كۆرسەتمەكتە=V=كۆر
